500 1000
47 25 634
42 49 672
40 95 631
40 76 537
60 46 824
22 18 891
4 100 767
98 27 824
91 19 989
45 77 574
3 63 569
92 13 781
44 4 618
28 91 657
5 20 655
38 6 579
32 47 644
54 51 711
2 56 972
25 32 557
43 66 909
23 84 511
50 20 577
66 81 906
96 66 968
14 18 552
36 88 833
51 25 611
69 11 917
16 95 756
50 93 650
33 26 533
67 21 985
44 92 546
1 65 801
2 8 822
93 8 641
12 81 835
32 64 911
59 75 715
26 59 758
55 2 998
33 66 712
87 11 692
79 63 869
5 26 804
78 3 605
29 47 815
76 59 527
21 11 683
70 88 671
41 70 731
93 24 974
26 56 982
9 92 720
50 23 910
36 10 766
98 25 747
60 25 557
36 73 875
94 29 634
69 54 819
42 86 793
99 50 618
38 38 908
32 72 507
94 20 866
95 74 543
95 72 734
3 59 930
94 42 896
46 90 637
85 70 732
89 80 988
46 19 648
64 91 690
67 60 798
6 73 775
12 95 554
1 30 632
92 40 666
46 33 786
15 39 901
43 59 524
8 3 684
99 91 646
28 21 642
9 1 778
18 44 556
78 74 538
80 37 528
20 13 586
76 31 1000
92 61 998
80 3 651
66 50 536
25 6 847
74 31 730
78 51 896
77 26 909
69 66 991
1 35 954
37 31 844
5 82 568
31 40 853
33 68 858
38 87 937
63 39 565
55 52 672
38 70 694
68 45 984
66 70 813
20 23 992
88 33 964
51 20 886
17 14 747
31 73 957
35 17 607
9 8 668
96 73 739
12 92 547
53 91 658
26 87 752
14 47 737
77 14 953
91 71 734
31 90 611
100 87 575
87 3 863
19 87 704
3 48 968
20 67 973
45 23 808
63 96 526
25 87 949
48 89 791
80 66 549
52 12 767
19 17 942
68 33 501
84 59 976
73 79 550
44 52 667
11 97 706
42 71 673
26 36 710
86 35 872
39 14 920
63 57 838
49 92 789
19 21 793
32 31 730
68 30 641
3 62 979
19 3 779
57 10 988
40 39 970
58 58 845
63 96 816
32 22 653
79 23 734
38 95 584
79 86 713
27 34 521
60 82 622
75 34 880
0 12 763
51 93 708
44 98 849
97 38 964
26 59 515
53 38 549
94 55 841
33 72 594
16 35 953
91 57 616
36 86 784
40 89 842
75 50 806
53 62 917
16 19 717
73 87 804
54 66 683
55 83 704
47 14 562
18 10 935
66 47 993
44 62 817
4 16 859
67 42 762
83 9 859
46 33 949
14 14 675
40 62 528
19 41 704
16 100 776
71 78 572
62 86 572
1 55 578
87 50 606
49 29 597
49 28 503
10 25 893
11 98 672
49 55 792
76 69 907
0 43 749
3 38 578
42 73 691
34 73 626
2 84 644
48 70 797
25 41 946
37 67 775
40 56 646
81 91 656
85 89 834
52 56 729
68 30 607
45 51 685
39 87 501
32 64 924
77 50 716
29 86 953
5 25 722
11 65 594
20 5 974
74 86 505
45 72 583
95 86 834
64 40 921
80 83 852
69 59 563
50 70 774
90 18 795
51 7 863
94 23 622
3 16 947
32 88 780
81 17 768
77 68 792
59 36 624
21 51 901
81 9 726
71 67 994
18 49 567
44 44 813
8 24 933
2 44 602
31 53 703
15 49 1000
25 95 974
8 91 889
1 18 928
62 97 706
40 7 950
22 1 711
52 31 772
25 32 895
17 42 827
84 15 645
2 84 514
62 85 904
69 47 708
78 30 857
15 45 910
43 45 627
6 0 892
96 49 778
46 86 740
15 95 732
3 91 792
80 81 617
20 21 645
4 15 592
100 49 539
48 11 661
81 28 919
100 52 793
3 72 744
52 97 646
65 32 681
70 57 819
76 81 904
66 52 546
15 69 514
32 97 539
18 62 724
25 19 758
87 3 500
58 37 758
90 19 661
93 95 635
16 25 922
88 2 849
14 58 638
91 88 921
74 86 923
28 66 903
65 70 806
5 5 703
74 9 755
27 14 880
61 82 613
79 46 953
88 38 681
61 10 847
58 10 811
63 99 921
70 2 835
37 86 637
41 60 634
95 75 527
90 63 727
85 95 591
8 4 714
72 97 540
79 10 579
11 37 767
92 29 978
72 58 930
5 49 752
64 3 724
19 83 658
10 43 821
44 46 571
30 33 531
11 9 996
83 51 549
37 62 741
44 4 512
99 45 617
68 92 760
23 71 674
16 42 640
68 75 569
96 91 837
33 78 622
37 29 738
34 20 968
25 26 515
81 99 604
5 64 930
83 90 908
32 96 657
20 83 828
22 53 656
49 23 891
91 70 778
66 38 624
42 63 925
52 0 775
68 9 875
31 84 692
44 6 552
99 42 985
44 10 657
47 25 871
21 30 568
46 78 687
0 95 658
36 22 918
51 52 618
12 35 639
22 21 791
31 70 645
87 75 625
9 34 969
18 80 839
93 32 991
34 58 645
61 98 941
69 20 911
21 36 904
74 39 795
75 49 960
24 75 697
100 4 967
29 13 962
9 12 828
15 85 851
18 94 791
29 80 754
96 62 772
12 63 981
56 19 756
66 37 687
64 49 958
53 62 957
32 10 994
56 45 676
52 39 686
80 59 735
92 77 999
23 99 701
19 17 545
4 45 937
1 89 927
58 92 856
32 75 699
86 19 736
49 90 793
84 59 961
51 89 912
17 6 660
43 34 544
73 14 592
58 73 584
32 26 785
51 23 776
61 32 918
1 35 634
7 99 510
71 23 647
91 54 521
16 57 701
94 48 711
60 31 868
91 36 853
38 19 945
87 59 640
92 22 932
19 94 646
32 19 549
37 23 598
1 85 835
69 26 916
71 32 636
71 99 791
77 52 614
38 19 821
45 44 925
58 57 788
12 35 721
69 63 794
51 100 828
33 32 613
6 26 991
26 37 597
77 58 738
57 37 692
10 10 831
68 35 830
35 96 908
94 43 853
29 93 696
0 71 861
36 39 988
61 79 836
75 99 759
15 33 936
66 33 874
52 79 709
43 28 876
5 47 560
55 94 664
60 83 995
5 78 728
78 45 723
55 41 551
86 92 585
99 56 519
75 82 708
6 97 815
66 60 664
38 43 667
28 4 538
80 23 545
79 65 712
38 47 830
19 35 879
68 14 642
25 9 795
46 84 548
23 53 794
24 56 820
49 94 660
17 49 675
54 21 529
44 52 570
86 76 692
39 14 606
35 79 916
51 61 905
23 3 793
20 91 898
57 95 577
9 94 517
60 11 770
94 82 611
87 83 922
55 43 522
50 50 618
97 89 914
14 39 774
27 71 945
31 47 911
77 98 898
26 9 900
99 29 865
22 97 103
46 44 157
70 22 187
97 100 133
89 54 153
46 82 151
96 71 136
88 81 140
90 73 143
71 56 155
0 97 109
77 4 149
16 2 152
66 91 189
67 47 135
82 98 162
77 17 128
68 24 102
86 88 108
45 27 199
32 59 144
45 16 106
92 7 155
43 61 182
85 55 123
12 59 165
82 27 158
9 51 109
91 77 114
67 58 165
58 76 199
15 55 191
52 97 194
51 21 112
22 58 146
85 28 103
20 59 147
69 0 169
7 69 108
45 6 167
20 64 103
3 44 117
2 54 117
68 29 109
75 9 163
46 1 123
63 64 122
65 57 170
99 42 191
1 31 131
27 81 177
88 0 119
50 43 111
44 5 144
52 16 129
89 97 188
87 25 150
5 44 150
69 98 183
27 28 178
76 46 173
91 7 181
65 92 109
65 49 173
18 25 153
39 31 179
57 71 106
1 25 133
73 80 106
87 49 155
11 55 127
59 75 119
62 54 129
82 54 180
17 30 109
85 5 200
2 21 115
64 86 181
32 77 165
80 80 174
46 9 161
44 32 196
52 18 114
62 48 154
45 9 167
25 61 100
92 64 158
3 67 121
25 5 152
36 97 173
88 27 155
28 17 196
100 32 191
83 91 102
70 22 186
2 28 161
13 56 193
39 45 123
43 51 144
63 20 178
25 74 138
24 64 122
20 47 142
10 23 151
8 77 150
63 89 169
28 80 120
57 93 181
25 93 110
56 93 180
36 51 150
37 63 134
26 61 130
55 36 190
96 58 108
35 29 148
98 76 128
22 99 172
78 52 131
34 89 165
46 43 196
28 44 161
84 22 188
24 5 176
22 89 146
7 86 116
21 82 143
5 21 147
25 5 115
15 81 110
5 19 196
68 30 128
84 33 140
59 25 110
68 86 129
53 10 126
8 45 195
90 5 123
3 68 108
26 44 161
64 80 153
71 15 100
88 90 115
83 80 181
2 66 129
85 47 158
32 21 156
61 33 155
40 19 180
76 22 146
92 38 100
31 38 191
18 87 131
30 42 153
52 7 112
4 34 141
24 59 131
40 34 131
6 68 143
91 16 141
85 97 195
21 34 100
53 4 118
97 85 108
37 98 169
45 45 177
83 5 185
28 7 170
10 8 173
6 41 101
67 27 124
5 78 133
58 81 123
77 67 165
64 22 109
86 53 105
57 45 159
36 10 122
86 77 130
10 28 146
83 76 179
97 63 146
33 60 106
71 98 142
37 14 169
39 98 160
52 34 106
23 96 105
8 61 107
13 82 118
60 48 113
85 82 109
15 89 191
14 18 108
11 97 167
25 36 130
0 29 127
63 98 152
9 1 179
42 99 137
47 53 146
2 27 151
11 29 110
96 91 106
15 15 126
22 41 120
11 72 139
18 10 138
2 8 189
63 95 146
62 76 200
6 23 130
19 21 145
21 63 182
79 17 108
78 42 149
91 45 126
94 45 178
64 30 129
46 46 131
82 86 150
47 2 110
77 98 124
75 78 185
40 49 164
76 17 185
10 60 114
55 37 171
71 94 114
74 94 129
45 71 100
7 41 146
4 39 194
67 27 162
59 22 117
10 62 192
39 26 169
25 1 130
66 32 134
11 40 138
35 98 108
46 91 193
80 41 149
89 13 101
91 65 180
81 7 126
33 28 167
3 94 108
18 15 144
66 87 126
23 29 114
58 12 137
49 48 100
15 94 167
26 35 120
94 36 112
96 39 177
67 14 122
94 65 168
100 23 131
42 14 101
62 7 139
37 47 192
26 97 187
79 27 161
79 54 187
63 91 148
98 10 161
47 55 123
51 27 108
38 43 101
54 3 126
93 62 184
69 44 116
89 86 113
82 53 151
23 34 134
31 28 186
18 42 123
40 93 196
58 32 126
92 43 130
16 49 105
11 62 184
5 69 136
72 72 192
80 52 188
4 2 131
7 84 129
88 64 124
97 32 132
80 90 104
97 75 198
13 68 105
79 22 118
33 67 156
94 81 175
46 74 161
100 58 102
10 26 104
90 73 105
33 78 185
79 94 154
17 56 153
79 25 121
33 0 168
87 43 122
98 60 196
7 78 123
25 40 107
26 55 178
96 73 114
5 28 126
64 49 181
25 33 172
99 11 156
10 57 122
24 96 108
59 86 185
92 10 119
79 58 105
65 95 176
74 61 136
84 58 147
78 35 112
58 68 114
73 82 127
41 0 139
78 44 165
55 99 138
21 99 193
89 6 193
16 75 148
68 82 143
99 36 138
1 51 176
2 67 121
40 87 194
27 48 162
83 42 121
2 58 197
15 78 197
34 55 131
22 24 199
57 44 194
33 38 176
99 27 113
96 4 113
28 32 183
74 55 120
36 59 158
48 72 104
12 48 137
21 69 160
61 42 162
90 100 191
76 89 134
55 94 154
18 2 144
93 68 133
52 36 187
20 51 151
18 78 119
22 53 194
11 13 199
99 24 189
62 72 172
63 77 191
14 11 131
89 46 185
36 17 151
49 56 118
16 41 168
58 96 155
38 15 163
84 82 145
82 16 164
75 10 198
22 83 179
33 35 170
77 20 110
46 47 157
88 100 126
20 85 163
37 86 182
46 21 178
46 54 197
2 78 118
65 58 118
97 13 180
3 92 178
88 60 118
65 52 114
62 89 174
40 58 154
30 21 198
69 39 182
44 41 165
99 61 181
26 67 138
58 79 157
56 21 145
21 29 153
46 11 152
89 27 109
88 39 168
18 67 156
52 57 121
36 52 105
95 9 136
50 89 128
33 72 112
71 26 150
50 89 182
49 10 188
26 80 129
96 8 163
26 93 105
34 96 100
0 43 101
18 47 159
95 90 102
29 62 196
97 11 188
61 35 122
75 0 168
70 100 128
36 90 164
14 10 136
81 84 105
71 88 136
14 43 189
28 37 144
26 49 142
63 94 138
38 86 127
15 94 108
19 25 106
36 0 127
100 77 173
18 31 114
17 71 124
79 34 184
24 96 129
80 8 153
90 54 109
3 5 125
45 86 163
16 99 112
67 80 122
4 98 143
39 32 118
99 37 191
30 86 195
18 72 193
99 0 168
0 14 128
26 47 116
76 20 154
59 72 154
40 49 103
37 68 169
18 76 156
68 2 143
24 49 164
25 54 115
2 57 126
76 18 168
64 48 187
11 32 195
51 1 187
86 46 156
8 49 110
47 76 182
100 73 156
54 7 153
3 23 119
50 18 156
17 13 118
68 72 118
73 31 114
26 87 159
69 71 191
63 79 149
50 60 190
48 41 178
92 20 180
11 41 194
62 63 196
93 68 100
80 31 122
56 93 116
91 60 154
22 68 102
28 76 102
66 14 184
70 81 187
31 42 105
52 61 126
44 45 166
50 59 120
41 36 199
55 21 189
34 61 183
41 86 167
91 50 177
65 0 108
83 50 125
50 27 160
40 68 127
84 83 138
88 25 138
50 73 161
95 63 107
4 17 134
84 26 172
23 90 139
54 60 117
86 61 127
12 22 164
52 22 110
68 76 160
50 46 200
50 93 184
17 8 140
87 57 101
4 87 145
94 81 175
30 63 171
43 72 174
37 4 127
31 41 127
91 95 117
65 98 145
67 97 139
22 36 157
49 58 195
23 29 136
40 72 171
52 10 176
41 25 159
57 87 165
58 95 129
28 92 111
13 51 150
62 45 183
16 34 148
27 56 156
82 42 118
25 0 106
87 7 195
40 19 185
64 20 195
21 78 198
42 24 132
55 83 103
30 46 101
67 22 112
13 73 168
95 33 196
99 19 178
57 59 181
78 64 106
9 90 166
51 91 109
77 43 159
45 63 147
73 1 112
99 64 104
19 19 181
96 95 115
3 74 163
11 19 178
14 62 173
2 95 110
66 14 109
14 56 135
73 28 108
32 62 162
15 76 146
91 26 128
69 81 168
83 74 111
50 10 192
78 63 147
23 12 144
19 81 189
79 0 128
17 18 127
76 78 104
36 34 194
80 68 126
28 81 137
83 91 129
53 26 124
74 97 151
38 41 167
3 57 103
26 33 141
56 94 109
49 16 168
25 63 111
71 79 195
47 61 118
47 49 184
23 82 156
20 56 160
21 9 183
86 94 143
74 78 178
33 9 179
23 25 143
