100 400
3 57 515
84 70 778
68 87 746
29 99 892
75 75 836
7 11 850
97 3 935
2 78 785
61 34 804
4 92 692
28 5 833
37 85 729
47 48 513
54 78 623
9 1 863
38 65 720
58 4 956
72 4 998
7 40 852
91 71 896
79 89 784
68 70 510
81 68 653
16 21 931
19 48 733
37 94 607
55 80 532
85 6 693
19 60 520
70 51 859
17 38 509
51 61 718
100 43 619
82 17 599
27 33 828
4 95 765
39 66 546
17 65 528
82 66 862
47 35 600
23 78 559
31 26 520
87 40 976
13 56 914
27 79 713
24 38 685
25 96 613
7 0 786
11 63 835
53 47 532
67 71 521
100 49 745
69 50 753
94 22 933
50 20 935
59 67 726
27 12 588
7 9 791
34 42 838
83 69 635
60 19 680
97 54 693
75 42 877
73 45 698
7 60 674
88 69 502
41 34 588
77 21 690
88 83 573
8 7 782
91 71 957
71 59 840
33 14 726
88 62 502
44 65 953
4 97 677
85 27 689
99 6 852
22 4 651
30 85 785
90 73 763
11 5 963
11 83 956
60 84 607
25 9 578
38 92 739
43 32 521
38 40 931
97 45 832
87 85 979
64 1 640
92 25 557
81 3 525
44 25 755
83 83 985
10 49 633
45 87 989
18 54 925
86 85 930
43 16 589
25 64 143
18 66 118
53 29 118
82 39 195
80 50 163
67 92 110
13 2 163
6 65 171
39 22 197
98 6 136
27 15 135
53 69 136
93 38 172
82 42 173
65 74 193
53 54 132
33 21 125
54 76 122
23 91 149
88 31 162
29 55 144
28 44 105
56 16 115
42 23 150
64 33 111
94 29 149
15 56 137
31 100 134
53 51 145
84 92 154
50 100 159
94 29 175
72 78 115
25 82 168
28 77 115
28 52 132
47 12 149
56 48 132
50 77 101
15 21 117
37 18 124
79 54 179
53 13 197
98 6 159
11 58 126
39 17 186
81 62 141
77 72 170
94 95 116
100 39 120
75 61 115
5 4 133
78 82 114
85 45 151
8 43 111
53 15 100
99 52 151
49 67 122
81 86 171
13 48 148
54 60 146
55 87 169
33 42 149
80 86 104
81 26 113
65 83 162
72 58 152
30 28 158
100 69 158
98 82 200
62 99 139
20 7 112
4 23 197
26 26 156
24 91 157
83 30 189
0 66 113
9 29 132
23 53 126
52 74 168
60 85 110
