20 40
24 3 876
87 31 858
58 100 610
65 33 807
1 73 665
46 23 550
55 53 530
35 91 984
53 13 978
59 19 968
3 61 925
6 8 957
86 28 909
43 89 711
5 60 749
60 37 953
8 12 865
69 20 797
93 73 593
28 92 788
51 58 198
13 35 124
63 86 157
38 41 177
90 8 132
77 33 186
83 64 115
22 91 174
67 84 189
74 72 199
27 17 189
33 63 108
4 89 124
94 60 179
15 41 197
83 62 191
8 12 194
72 58 140
42 11 175
95 84 181
34 24 146
29 7 178
87 31 181
74 81 164
69 50 137
5 38 180
54 1 117
93 98 175
39 66 152
84 51 164
20 87 113
36 46 158
16 50 168
86 5 182
59 62 200
14 27 185
62 81 115
81 96 108
84 79 112
52 19 199
