100 300
91 49 741
38 64 582
62 90 584
10 63 843
20 60 982
23 65 766
9 34 793
21 63 894
26 57 795
28 51 712
24 91 505
19 75 665
0 93 832
17 85 666
3 40 922
31 62 759
44 69 503
39 58 692
16 67 960
85 30 993
59 17 711
38 95 530
47 7 984
17 59 785
46 2 878
56 35 847
30 77 529
73 58 531
1 73 596
78 27 856
54 78 719
66 82 768
49 50 702
93 100 770
100 93 877
51 23 526
77 35 645
74 2 550
4 54 511
43 85 510
36 26 660
37 16 981
64 31 948
28 79 864
12 5 795
83 58 620
14 68 517
32 40 501
43 66 852
59 98 698
85 39 878
55 26 764
15 9 939
5 69 727
47 6 961
14 74 983
48 65 775
13 62 799
80 51 876
20 85 932
93 6 776
15 85 882
4 19 687
39 99 843
99 39 711
57 44 998
97 72 636
77 70 626
85 9 739
87 52 605
68 1 608
73 96 596
4 87 545
47 29 884
62 55 899
5 53 637
47 71 512
73 29 812
15 72 946
63 65 674
27 48 810
5 18 701
51 64 982
80 84 890
31 55 605
4 9 589
55 19 592
63 90 643
100 15 969
75 14 642
22 60 853
10 3 871
1 50 980
25 9 548
49 75 721
0 16 825
83 68 515
3 48 751
12 13 676
15 73 702
50 12 176
65 62 175
28 36 162
42 42 182
47 38 110
73 0 133
74 76 135
40 33 190
10 41 103
87 98 115
69 98 161
13 77 153
34 51 160
16 22 178
76 57 135
66 52 188
46 5 102
16 95 115
87 32 194
78 91 129
0 94 115
9 27 163
10 16 165
6 31 175
62 78 102
47 49 168
24 85 118
56 24 124
63 90 190
54 84 171
98 13 131
83 36 136
79 6 156
16 98 130
15 2 116
63 35 113
77 86 146
60 43 151
68 53 157
74 39 158
19 62 175
30 16 140
9 39 137
34 25 125
52 29 131
9 8 197
79 39 191
19 94 158
21 3 102
68 66 170
75 96 154
15 63 183
37 25 114
21 54 166
72 37 107
16 16 194
85 43 165
0 78 154
16 69 169
34 82 113
18 20 105
19 37 147
35 55 199
31 92 131
81 39 181
8 95 115
13 56 192
72 2 117
86 41 187
43 55 160
91 70 127
43 5 130
50 29 158
74 6 131
6 48 144
17 85 174
6 95 103
24 70 158
64 70 178
40 34 178
35 88 197
73 55 133
54 4 165
88 62 157
27 83 126
86 40 107
47 83 121
8 77 110
97 89 197
52 76 126
70 37 188
97 11 136
44 18 157
56 80 115
66 0 141
97 34 146
65 24 119
33 85 161
55 72 107
9 88 119
68 79 145
88 28 157
14 0 199
78 67 172
93 31 129
47 39 152
24 3 161
94 93 125
60 90 146
72 60 112
57 2 196
10 7 157
35 53 172
95 62 102
48 36 178
43 54 197
100 82 141
76 24 105
60 64 179
55 100 106
16 4 134
12 27 164
71 79 164
37 30 113
81 26 167
38 91 183
80 16 142
28 99 134
93 33 115
75 63 198
49 5 183
46 9 148
4 38 162
9 41 122
60 24 155
32 41 175
94 27 115
83 14 199
71 96 181
2 28 160
11 54 147
64 48 151
64 63 170
20 37 119
19 71 158
9 50 121
33 27 108
8 93 105
94 92 160
19 64 102
12 1 158
65 96 148
6 3 142
69 33 194
2 98 124
96 50 161
31 24 155
53 29 130
19 82 118
32 0 146
45 65 117
9 80 133
27 75 176
34 84 101
56 81 120
76 86 176
94 58 100
93 20 111
64 49 135
80 54 155
92 48 107
45 57 100
26 56 178
91 71 104
71 11 192
62 0 180
1 18 133
42 11 149
35 47 141
65 100 119
74 93 196
37 27 120
10 63 188
36 17 187
62 10 159
49 37 122
30 44 179
70 98 120
36 77 110
96 7 150
40 95 109
69 45 127
74 94 180
88 0 168
82 37 101
6 71 154
52 28 113
51 3 140
53 76 160
28 12 189
2 17 189
24 47 109
56 60 173
67 9 114
39 37 162
83 91 154
27 96 180
80 65 188
63 72 182
38 46 149
50 7 196
56 98 113
21 89 196
40 48 131
43 26 131
9 23 146
90 33 157
97 24 109
1 84 167
19 44 123
21 69 180
2 22 136
83 24 116
82 44 123
92 80 106
14 29 132
2 47 136
25 62 132
37 23 180
76 95 158
3 50 179
52 2 140
98 76 142
20 18 140
68 4 174
88 38 111
70 81 160
57 39 171
81 49 124
38 30 185
1 12 129
2 64 173
87 99 126
51 81 182
8 4 197
92 53 101
97 80 126
44 67 109
15 35 145
6 18 182
10 26 196
19 46 167
14 98 152
53 81 171
28 43 164
88 61 125
18 46 166
92 81 137
54 84 189
73 31 133
24 91 121
48 35 137
74 35 188
27 79 187
8 87 169
91 12 158
9 75 132
22 43 172
47 98 187
59 55 131
11 39 128
81 73 108
97 66 123
19 91 173
39 45 116
42 61 195
91 21 200
52 74 177
46 14 135
44 57 120
40 92 112
21 83 115
20 66 180
39 100 134
64 78 192
81 52 182
27 65 140
92 31 149
4 12 135
87 55 125
67 93 140
100 56 136
99 60 182
26 90 111
94 49 154
69 70 103
96 21 167
95 100 146
20 66 124
87 12 144
